index,data
1925,0.34
1926,0.34
1927,0.34
1928,0.34
1929,0.34
1930,0.33
1931,0.27
1932,0.1975
1933,0.1175
1934,0.09
1935,0.09
1936,0.09
1937,0.09
1938,0.09
1939,0.085
1940,0.0875
1941,0.085
1942,0.09
1943,0.0825
1944,0.095
1945,0.0925
1946,0.145
1947,0.18
1948,0.185
1949,0.1825
1950,0.1725
1951,0.2175
1952,0.28
1953,0.26
1954,0.155
1955,0.0825
1956,0.0875
1957,0.0825
1958,0.0825
1959,0.0825
1960,0.0075
1961,-0.185
1962,-0.3225
1963,-0.38
1964,-0.4
1965,-0.425
1966,-0.4775
1967,-0.4825
1968,-0.5
1969,-0.53
1970,-0.57
1971,-0.6175
1972,-0.6725
1973,-0.7275
1974,-0.7725
1975,-0.8325
1976,-0.895
1977,-0.935
1978,-0.9575
1979,-0.965
1980,-0.965
1981,-0.98
1982,-0.975
1983,-0.98
1984,-0.9875
1985,-0.99
1986,-0.99
1987,-0.99
1988,-0.99
1989,-0.99
1990,-0.98
1991,-0.97
1992,-0.96
1993,-0.9525
1994,-0.9275
1995,-0.8375
1996,-0.575
1997,-0.1875
1998,0.0875
1999,0.0825
2000,0.085
2001,0.0875
2002,0.09
2003,0.09
2004,0.0875
2005,0.08
2006,0.035
2007,-0.0475
2008,-0.11
2009,-0.1475
2010,-0.17
2011,-0.155
2012,-0.02
2013,0.085
2014,0.09
2015,0.0875
2016,0.085
2017,0.09
2018,0.0875
2019,0.09
2020,0.0875
2021,0.09
2022,0.0875
2023,0.0875
2024,0.0875
2025,0.09
2026,0.0875
2027,0.09
2028,0.09
2029,0.09
2030,0.09
2031,0.09
2032,0.0875
2033,0.0875
2034,0.09
2035,0.085
2036,0.085
2037,0.0875
2038,0.0825
2039,0.09
2040,0.09
2041,0.09
2042,0.07
2043,0.0175
2044,-0.015
2045,-0.0375
2046,-0.055
2047,-0.0675
2048,-0.07
2049,-0.065
2050,-0.065
2051,-0.0975
2052,-0.15
2053,-0.2075
2054,-0.2575
2055,-0.325
2056,-0.365
2057,-0.3925
2058,-0.41
2059,-0.435
2060,-0.425
2061,-0.3725
2062,-0.1925
2063,-0.0425
2064,0.0825
2065,0.09
2066,0.0875
2067,0.0825
2068,0.08
2069,0.0825
2070,-0.01
2071,-0.2025
2072,-0.3475
2073,-0.4375
2074,-0.45
2075,-0.405
2076,-0.2325
2077,-0.0225
2078,0.0875
2079,0.08
2080,0.085
2081,0.1525
2082,0.3325
2083,0.455
2084,0.55
2085,0.5925
2086,0.615
2087,0.6275
2088,0.63
2089,0.63
2090,0.6225
2091,0.5625
2092,0.425
2093,0.0825
2094,0.09
2095,0.0875
2096,0.0875
2097,0.0825
2098,0.0825
2099,0.085
2100,0.0925
2101,0.135
2102,0.24
2103,0.33
2104,0.3825
2105,0.415
2106,0.435
2107,0.45
2108,0.4125
2109,0.32
2110,0.1475
2111,0.0825
2112,0.085
2113,0.085
2114,0.0875
2115,0.0875
2116,0.085
2117,0.0875
2118,0.0875
2119,0.08
2120,0.0825
2121,0.0875
2122,0.08
2123,-0.0325
2124,-0.185
2125,-0.325
2126,-0.435
2127,-0.5025
2128,-0.5725
2129,-0.6675
2130,-0.7475
2131,-0.835
2132,-0.895
2133,-0.945
2134,-0.9575
2135,-0.985
2136,-0.9825
2137,-0.99
2138,-0.9875
2139,-0.9875
2140,-0.9825
2141,-0.98
2142,-0.9825
2143,-0.9875
2144,-0.98
2145,-0.9825
2146,-0.9875
2147,-0.9775
2148,-0.9675
2149,-0.95
2150,-0.9375
2151,-0.935
2152,-0.915
2153,-0.8325
2154,-0.5525
2155,-0.155
2156,-0.0375
2157,0.0675
2158,0.0875
2159,0.09
2160,0.09
2161,0.09
2162,0.0825
2163,0.0875
2164,0.09
2165,0.0875
2166,0.0875
2167,0.0875
2168,0.085
2169,0.09
2170,0.0875
2171,0.0925
2172,0.0875
2173,0.09
2174,0.09
2175,0.085
2176,0.09
2177,0.0825
2178,0.085
2179,0.085
2180,0.085
2181,0.0875
2182,0.09
2183,0.085
2184,0.09
2185,0.0825
2186,0.0875
2187,0.09
2188,0.0875
2189,0.09
2190,0.09
2191,0.0825
2192,0.0825
2193,0.055
2194,-0.0925
2195,-0.21
2196,-0.275
2197,-0.295
2198,-0.325
2199,-0.365
2200,-0.395
2201,-0.4125
2202,-0.41
2203,-0.43
2204,-0.4575
2205,-0.5025
2206,-0.555
2207,-0.605
2208,-0.6625
2209,-0.725
2210,-0.7975
2211,-0.8675
2212,-0.93
2213,-0.9575
2214,-0.975
2215,-0.98
2216,-0.9825
2217,-0.9875
2218,-0.985
2219,-0.99
2220,-0.99
2221,-0.99
2222,-0.9925
2223,-0.99
2224,-0.99
2225,-0.985
2226,-0.98
2227,-0.9775
2228,-0.9725
2229,-0.97
2230,-0.965
2231,-0.9325
2232,-0.8575
2233,-0.7075
2234,-0.585
2235,-0.4925
2236,-0.255
2237,-0.0475
2238,0.07
2239,0.085
2240,0.08
2241,0.0825
2242,0.085
2243,0.09
2244,0.0875
2245,0.085
2246,0.09
2247,0.085
2248,0.09
2249,0.09
2250,0.0825
2251,0.0825
2252,0.0825
2253,0.085
2254,0.085
2255,0.0875
2256,0.085
2257,0.085
2258,0.085
2259,0.085
2260,0.085
2261,0.0825
2262,0.08
2263,0.0825
2264,0.08
2265,0.08
2266,0.085
2267,0.0825
2268,0.085
2269,0.0875
2270,0.1025
2271,0.13
2272,0.155
2273,0.18
2274,0.1825
2275,0.1825
2276,0.16
2277,0.1
2278,0.085
2279,0.085
2280,0.085
2281,0.0775
2282,0.09
2283,0.09
2284,0.0825
2285,0.085
2286,0.13
2287,0.16
2288,0.175
2289,0.1825
2290,0.1625
2291,0.1
2292,0.09
2293,0.09
2294,0.09
2295,0.09
2296,0.09
2297,0.09
2298,0.09
2299,0.09
2300,0.09
2301,0.12
2302,0.1725
2303,0.2
2304,0.205
2305,0.2075
2306,0.15
2307,0.0875
2308,0.0825
2309,0.08
2310,0.085
2311,0.085
2312,0.0825
2313,0.0825
2314,0.085
2315,0.08
2316,0.085
2317,0.08
2318,0.0875
2319,0.0825
2320,0.08
2321,0.0875
2322,0.09
2323,0.0825
2324,0.0825
2325,0.095
2326,0.085
2327,0.08
2328,0.0875
2329,0.0875
2330,0.085
2331,0.085
2332,0.085
2333,0.0875
2334,0.085
2335,0.085
2336,0.08
2337,0.0875
2338,0.0825
2339,0.0825
2340,0.08
2341,0.08
2342,0.085
2343,0.085
2344,0.0825
2345,0.08
2346,0.0875
2347,0.085
2348,0.09
2349,0.09
2350,0.09
2351,0.085
2352,0.0825
2353,0.0825
2354,0.085
2355,0.085
2356,0.08
2357,0.0825
2358,0.09
2359,0.0875
2360,0.0825
2361,0.1
2362,0.085
2363,0.0875
2364,0.085
2365,0.07
2366,0.03
2367,0.0
2368,-0.0175
2369,-0.0475
2370,-0.08
2371,-0.125
2372,-0.18
2373,-0.2225
2374,-0.255
2375,-0.26
2376,-0.285
2377,-0.31
2378,-0.3325
2379,-0.3525
2380,-0.36
2381,-0.38
2382,-0.3925
2383,-0.4125
2384,-0.445
2385,-0.4625
2386,-0.4875
2387,-0.5
2388,-0.5075
2389,-0.525
2390,-0.535
2391,-0.545
2392,-0.5575
2393,-0.5725
2394,-0.58
2395,-0.59
2396,-0.59
2397,-0.59
2398,-0.5975
2399,-0.6075
2400,-0.625
2401,-0.6275
2402,-0.63
2403,-0.6275
2404,-0.63
2405,-0.63
2406,-0.62
2407,-0.6075
2408,-0.6025
2409,-0.595
2410,-0.5725
2411,-0.5175
2412,-0.415
2413,-0.33
2414,-0.2775
2415,-0.2075
2416,-0.12
2417,-0.02
2418,0.0825
2419,0.0875
2420,0.09
2421,0.0875
2422,0.0875
2423,0.0875
2424,0.0825
2425,0.0875
2426,0.0825
2427,0.09
2428,0.095
2429,0.1275
2430,0.15
2431,0.155
2432,0.1525
2433,0.155
2434,0.17
2435,0.18
2436,0.1875
2437,0.1925
2438,0.19
2439,0.19
2440,0.19
2441,0.2
2442,0.2175
2443,0.22
2444,0.2125
2445,0.1875
2446,0.145
2447,0.085
2448,0.09
2449,0.085
2450,0.09
2451,0.09
2452,0.09
2453,0.09
2454,0.08
2455,0.085
2456,0.0875
2457,0.0875
2458,0.0875
2459,0.09
2460,0.0875
2461,0.09
2462,0.0875
2463,0.0875
2464,0.09
2465,0.09
2466,0.09
2467,0.0875
2468,0.085
2469,0.09
2470,0.09
2471,0.09
2472,0.0675
2473,0.04
2474,0.025
2475,0.0125
2476,0.005
2477,-0.0075
2478,-0.015
2479,-0.035
2480,-0.0625
2481,-0.0925
2482,-0.1275
2483,-0.15
2484,-0.165
2485,-0.19
2486,-0.2075
2487,-0.2325
2488,-0.245
2489,-0.2475
2490,-0.275
2491,-0.2975
2492,-0.3125
2493,-0.325
2494,-0.345
2495,-0.37
2496,-0.42
2497,-0.4625
2498,-0.5075
2499,-0.5425
2500,-0.595
2501,-0.6425
2502,-0.73
2503,-0.78
2504,-0.8425
2505,-0.89
2506,-0.92
2507,-0.9175
2508,-0.9375
2509,-0.935
2510,-0.935
2511,-0.93
2512,-0.93
2513,-0.9375
2514,-0.95
2515,-0.945
2516,-0.95
2517,-0.945
2518,-0.9475
2519,-0.95
2520,-0.94
2521,-0.88
2522,-0.7775
2523,-0.69
2524,-0.52
2525,-0.3175
2526,-0.155
2527,0.0
2528,0.085
2529,0.085
2530,0.09
2531,0.09
2532,0.0875
2533,0.1
2534,0.095
2535,0.095
2536,0.09
2537,0.1025
2538,0.1
2539,0.0975
2540,0.0875
2541,0.0875
2542,0.0875
2543,0.08
2544,0.085
2545,0.0875
2546,0.0825
2547,0.08
2548,0.0825
2549,0.1325
2550,0.1975
2551,0.2325
2552,0.235
2553,0.2275
2554,0.2125
2555,0.19
2556,0.185
2557,0.1525
2558,0.1025
2559,0.0875
2560,0.0825
2561,0.0875
2562,0.09
2563,0.09
2564,0.09
2565,0.0875
2566,0.0875
2567,0.09
2568,0.09
2569,0.0875
2570,0.065
2571,-0.0125
2572,-0.09
2573,-0.16
2574,-0.2225
2575,-0.2775
2576,-0.3225
2577,-0.3575
2578,-0.37
2579,-0.375
2580,-0.375
2581,-0.3725
2582,-0.37
2583,-0.365
2584,-0.365
2585,-0.36
2586,-0.3575
2587,-0.32
2588,-0.285
2589,-0.1525
2590,-0.06
2591,0.0425
2592,0.075
2593,0.08
2594,0.095
2595,0.0925
2596,0.09
2597,0.09
2598,0.105
2599,0.1275
2600,0.15
2601,0.19
2602,0.22
2603,0.255
2604,0.29
2605,0.305
2606,0.33
2607,0.34
2608,0.34
2609,0.3425
2610,0.34
2611,0.34
2612,0.31
2613,0.24
2614,0.1075
2615,0.095
2616,0.0825
2617,0.0875
2618,0.09
2619,0.085
2620,0.1025
2621,0.1725
2622,0.245
2623,0.345
2624,0.3675
2625,0.3925
2626,0.4375
2627,0.4575
2628,0.5025
2629,0.52
2630,0.53
2631,0.5575
2632,0.59
2633,0.635
2634,0.665
2635,0.68
2636,0.7075
2637,0.7275
2638,0.7425
2639,0.79
2640,0.8
2641,0.81
2642,0.81
2643,0.7775
2644,0.725
2645,0.685
2646,0.675
2647,0.6075
2648,0.4675
2649,0.335
2650,0.1175
2651,0.0925
2652,0.0925
2653,0.1
2654,0.1025
2655,0.09
2656,0.09
2657,0.09
2658,0.0825
2659,0.08
2660,0.08
2661,0.085
2662,0.085
2663,0.0525
2664,-0.09
2665,-0.195
2666,-0.285
2667,-0.4125
2668,-0.5025
2669,-0.545
2670,-0.6425
2671,-0.745
2672,-0.8175
2673,-0.895
2674,-0.935
2675,-0.9625
2676,-0.97
2677,-0.975
2678,-0.9825
2679,-0.98
2680,-0.9875
2681,-0.995
2682,-0.995
2683,-0.99
2684,-0.9925
2685,-1.0
2686,-0.9925
2687,-0.995
2688,-0.9975
2689,-0.9925
2690,-0.9925
2691,-1.0
2692,-0.995
2693,-0.99
2694,-0.99
2695,-0.995
2696,-0.995
2697,-0.995
2698,-0.99
2699,-0.995
2700,-0.9925
2701,-0.99
2702,-0.995
2703,-0.9975
2704,-0.99
2705,-0.9925
2706,-0.9975
2707,-0.99
2708,-0.9925
2709,-0.995
2710,-0.995
2711,-0.9975
2712,-1.0
2713,-0.995
2714,-0.9925
2715,-0.995
2716,-0.99
2717,-0.99
2718,-1.0
2719,-0.9975
2720,-0.995
2721,-0.99
2722,-0.995
2723,-0.99
2724,-0.9925
2725,-0.965
2726,-0.925
2727,-0.8575
2728,-0.835
2729,-0.795
2730,-0.7525
2731,-0.6975
2732,-0.6075
2733,-0.525
2734,-0.2975
2735,-0.0625
2736,0.0075
2737,0.03
2738,0.08
2739,0.0775
2740,0.0775
2741,0.0775
2742,0.05
2743,-0.04
2744,-0.2125
2745,-0.3375
2746,-0.3625
2747,-0.36
2748,-0.345
2749,-0.335
2750,-0.285
2751,-0.155
2752,0.0225
2753,0.085
2754,0.08
2755,0.09
2756,0.085
2757,0.0875
2758,0.085
2759,0.085
2760,0.085
2761,0.08
2762,0.085
2763,0.085
2764,0.09
2765,0.0875
2766,0.085
2767,0.0875
2768,0.09
2769,0.085
2770,0.09
2771,0.075
2772,-0.05
2773,-0.205
2774,-0.305
2775,-0.355
2776,-0.35
2777,-0.365
2778,-0.435
2779,-0.475
2780,-0.5025
2781,-0.565
2782,-0.605
2783,-0.655
2784,-0.7075
2785,-0.735
2786,-0.7725
2787,-0.825
2788,-0.855
2789,-0.885
2790,-0.92
2791,-0.9475
2792,-0.95
2793,-0.95
2794,-0.95
2795,-0.95
2796,-0.94
2797,-0.915
2798,-0.895
2799,-0.8975
2800,-0.895
2801,-0.8925
2802,-0.8875
2803,-0.87
2804,-0.79
2805,-0.66
2806,-0.4975
2807,-0.405
2808,-0.325
2809,-0.2275
2810,-0.0825
2811,0.07
2812,0.0875
2813,0.0875
2814,0.085
2815,0.0725
2816,0.0
2817,-0.0975
2818,-0.145
2819,-0.16
2820,-0.16
2821,-0.135
2822,-0.1175
2823,-0.1125
2824,-0.1375
2825,-0.135
2826,-0.13
2827,-0.075
2828,0.06
2829,0.0825
2830,0.0875
2831,0.0825
2832,0.0875
2833,0.0875
2834,0.09
2835,0.0875
2836,0.055
2837,-0.01
2838,-0.075
2839,-0.1225
2840,-0.165
2841,-0.2025
2842,-0.195
2843,-0.105
2844,0.0425
2845,0.0875
2846,0.0825
2847,0.09
2848,0.0825
2849,0.0875
2850,0.0875
2851,0.0825
2852,0.085
2853,0.0825
2854,0.0875
2855,0.08
2856,0.085
2857,0.09
2858,0.09
2859,0.085
2860,0.085
2861,0.08
2862,0.0775
2863,0.0825
2864,0.09
2865,0.08
2866,0.0825
2867,0.0875
2868,0.0825
2869,0.0825
2870,0.09
2871,0.08
2872,0.0825
2873,0.0875
2874,0.0875
2875,0.085
2876,0.0825
2877,0.085
2878,0.0875
2879,0.08
2880,0.085
2881,0.0825
2882,0.0875
2883,0.0875
2884,0.09
2885,0.09
2886,0.09
2887,0.1025
2888,0.1325
2889,0.155
2890,0.1775
2891,0.1925
2892,0.1925
2893,0.1925
2894,0.1775
2895,0.1275
2896,0.085
2897,0.08
2898,0.0875
2899,0.0825
2900,0.085
2901,0.085
2902,0.0875
2903,0.0825
2904,0.0875
2905,0.0825
2906,0.0825
2907,0.085
2908,0.085
2909,0.0875
2910,0.0875
2911,0.0875
2912,0.09
2913,0.0875
2914,0.0875
2915,0.08
2916,0.08
2917,0.0825
2918,0.0875
2919,0.09
2920,0.0825
2921,0.0825
2922,0.08
2923,0.0875
2924,0.085
2925,0.085
2926,0.08
2927,0.0825
2928,0.0825
2929,0.08
2930,0.0875
2931,0.085
2932,0.0825
2933,0.08
2934,0.0825
2935,0.08
2936,0.08
2937,0.08
2938,0.0825
2939,0.08
2940,0.0825
2941,0.08
2942,0.0875
2943,0.08
2944,0.09
2945,0.085
2946,0.09
2947,0.08
2948,0.0825
2949,0.0875
2950,0.0875
2951,0.0925
2952,0.08
2953,0.0825
2954,0.085
2955,0.085
2956,0.09
2957,0.0525
2958,-0.0075
2959,-0.06
2960,-0.105
2961,-0.13
2962,-0.1325
2963,-0.14
2964,-0.15
2965,-0.1675
2966,-0.2075
2967,-0.2575
2968,-0.2825
2969,-0.3
2970,-0.305
2971,-0.335
2972,-0.385
2973,-0.465
2974,-0.5225
2975,-0.5675
2976,-0.6275
2977,-0.705
2978,-0.78
2979,-0.85
2980,-0.9225
2981,-0.9625
2982,-0.9775
2983,-0.975
2984,-0.985
2985,-0.99
2986,-0.99
2987,-0.99
2988,-0.99
2989,-0.9825
2990,-0.985
2991,-0.9875
2992,-0.99
2993,-0.9875
2994,-0.99
2995,-0.99
2996,-0.99
2997,-0.99
2998,-0.99
2999,-0.98
3000,-0.97
3001,-0.9525
3002,-0.92
3003,-0.8325
3004,-0.705
3005,-0.545
3006,0.0475
3007,0.0875
3008,0.0875
3009,0.0875
3010,0.0875
3011,0.085
3012,0.0875
3013,0.0825
3014,0.085
3015,0.0775
3016,0.035
3017,-0.0275
3018,-0.0925
3019,-0.1425
3020,-0.195
3021,-0.2025
3022,-0.12
3023,0.05
3024,0.085
3025,0.0875
3026,0.0875
3027,0.09
3028,0.09
3029,0.09
3030,0.095
3031,0.1275
3032,0.1925
3033,0.3025
3034,0.3525
3035,0.36
3036,0.3425
3037,0.2525
3038,0.145
3039,0.0875
3040,0.0825
3041,0.0825
3042,0.0875
3043,0.0825
3044,0.09
3045,0.0825
3046,0.09
3047,0.085
3048,0.0875
3049,0.09
3050,0.0875
3051,0.0825
3052,0.08
3053,0.0825
3054,0.085
3055,0.0875
3056,0.08
3057,0.09
3058,0.0875
3059,0.0775
3060,0.085
3061,0.085
3062,0.09
3063,0.0975
3064,0.095
3065,0.095
3066,0.085
3067,0.085
3068,0.08
3069,0.0875
3070,0.09
3071,0.085
3072,0.0875
3073,0.0825
3074,0.085
3075,0.085
3076,0.0825
3077,0.085
3078,0.09
3079,0.0825
3080,0.04
3081,-0.065
3082,-0.185
3083,-0.3
3084,-0.3825
3085,-0.45
3086,-0.5125
3087,-0.575
3088,-0.665
3089,-0.7525
3090,-0.9
3091,-0.96
3092,-0.985
3093,-1.0
3094,-1.0125
3095,-0.9975
3096,-0.9975
3097,-0.9975
3098,-0.9925
3099,-0.9925
3100,-0.995
3101,-0.995
3102,-0.99
3103,-0.99
3104,-0.995
3105,-0.99
3106,-1.0
3107,-0.9925
3108,-0.9925
3109,-0.995
3110,-0.975
3111,-0.9575
3112,-0.9425
3113,-0.8375
3114,-0.695
3115,-0.5875
3116,-0.535
3117,-0.45
3118,-0.3225
3119,-0.155
3120,-0.04
3121,0.065
3122,0.08
3123,0.0875
3124,0.08
3125,0.085
3126,0.09
3127,0.08
3128,0.085
3129,0.08
3130,0.085
3131,0.0825
3132,0.0825
3133,0.085
3134,0.0825
3135,0.085
3136,0.0875
3137,0.08
3138,0.08
3139,0.0825
3140,0.085
3141,0.085
3142,0.0825
3143,0.0825
3144,0.08
3145,0.08
3146,0.0875
3147,0.0875
3148,0.0825
3149,0.0825
3150,0.085
3151,0.0875
3152,0.085
3153,0.085
3154,0.0825
3155,0.045
3156,-0.02
3157,-0.06
3158,-0.0725
3159,-0.075
3160,-0.08
3161,-0.08
3162,-0.1125
3163,-0.1625
3164,-0.1925
3165,-0.1975
3166,-0.195
3167,-0.1975
3168,-0.2
3169,-0.1925
3170,-0.2
3171,-0.1975
3172,-0.2125
3173,-0.21
3174,-0.235
3175,-0.25
3176,-0.265
3177,-0.2725
3178,-0.3
3179,-0.31
3180,-0.31
3181,-0.2875
3182,-0.1975
3183,-0.12
3184,-0.105
3185,-0.07
3186,-0.0075
3187,0.0825
3188,0.0825
3189,0.085
3190,0.085
3191,0.0825
3192,0.085
3193,0.0925
3194,0.0975
3195,0.1175
3196,0.12
3197,0.1375
3198,0.1475
3199,0.17
3200,0.19
3201,0.21
3202,0.2225
3203,0.22
3204,0.2225
3205,0.225
3206,0.22
3207,0.2275
3208,0.2325
3209,0.2375
3210,0.2325
3211,0.2175
3212,0.23
3213,0.24
3214,0.2525
3215,0.2475
3216,0.265
3217,0.27
3218,0.285
3219,0.2825
3220,0.28
3221,0.2925
3222,0.31
3223,0.315
3224,0.3325
3225,0.345
3226,0.35
3227,0.36
3228,0.36
3229,0.36
3230,0.36
3231,0.36
3232,0.36
3233,0.335
3234,0.26
3235,0.1325
3236,0.0875
3237,0.08
3238,0.08
3239,0.085
3240,0.0875
3241,0.0875
3242,0.085
3243,0.08
3244,0.085
3245,0.085
3246,0.075
3247,-0.0125
3248,-0.1125
3249,-0.1525
3250,-0.2225
3251,-0.3225
3252,-0.42
3253,-0.52
3254,-0.5975
3255,-0.72
3256,-0.8625
3257,-0.9525
3258,-0.975
3259,-0.99
3260,-0.9925
3261,-0.99
3262,-0.99
3263,-0.99
3264,-0.99
3265,-0.99
3266,-0.9925
3267,-0.99
3268,-0.99
3269,-0.99
3270,-0.99
3271,-0.99
3272,-0.99
3273,-0.9875
3274,-0.9875
3275,-0.99
3276,-0.99
3277,-0.99
3278,-0.985
3279,-0.99
3280,-0.9925
3281,-0.9875
3282,-0.965
3283,-0.94
3284,-0.94
3285,-0.94
3286,-0.9375
3287,-0.935
3288,-0.9125
3289,-0.8
3290,-0.63
3291,-0.4325
3292,-0.265
3293,-0.16
3294,-0.0425
3295,0.07
3296,0.0825
3297,0.0825
3298,0.0875
3299,0.095
3300,0.095
3301,0.1125
3302,0.1675
3303,0.195
3304,0.2025
3305,0.2225
3306,0.24
3307,0.26
3308,0.3025
3309,0.32
3310,0.33
3311,0.33
3312,0.32
3313,0.2725
3314,0.2125
3315,0.1325
3316,0.09
3317,0.09
3318,0.09
3319,0.085
3320,0.0875
3321,0.0875
3322,0.085
3323,0.085
3324,0.085
3325,0.0825
3326,0.0825
3327,0.0825
3328,0.09
3329,0.09
3330,0.0775
3331,0.0175
3332,-0.085
3333,-0.16
3334,-0.24
3335,-0.35
3336,-0.4325
3337,-0.505
3338,-0.5275
3339,-0.54
3340,-0.54
3341,-0.54
3342,-0.545
3343,-0.5525
3344,-0.555
3345,-0.5625
3346,-0.585
3347,-0.6225
3348,-0.6625
3349,-0.705
3350,-0.7325
3351,-0.7725
3352,-0.82
3353,-0.865
3354,-0.9225
3355,-0.95
3356,-0.965
3357,-0.9675
3358,-0.965
3359,-0.9725
3360,-0.985
3361,-0.985
3362,-0.9825
3363,-0.98
3364,-0.975
3365,-0.9625
3366,-0.9525
3367,-0.9425
3368,-0.935
3369,-0.9275
3370,-0.88
3371,-0.8
3372,-0.6875
3373,-0.54
3374,-0.475
3375,-0.4025
3376,-0.3
3377,-0.1925
3378,-0.1275
3379,-0.0575
3380,0.0
3381,0.0675
3382,0.0875
3383,0.085
3384,0.0875
3385,0.08
3386,0.065
3387,-0.02
3388,-0.085
3389,-0.1175
3390,-0.1525
3391,-0.1925
3392,-0.195
3393,-0.1775
3394,-0.12
3395,0.0
3396,0.085
3397,0.08
3398,0.0875
3399,0.085
3400,0.085
3401,0.0875
3402,0.0875
3403,0.09
3404,0.0825
3405,0.0825
3406,0.09
3407,0.0875
3408,0.085
3409,0.0875
3410,0.09
3411,0.085
3412,0.085
3413,0.0825
3414,0.0825
3415,0.0825
3416,0.0825
3417,0.0875
3418,0.0825
3419,0.08
3420,0.085
3421,0.08
3422,0.08
3423,0.0825
3424,0.085
3425,0.08
3426,0.08
3427,0.085
3428,0.08
3429,0.085
3430,0.0875
3431,0.0875
3432,0.0825
3433,0.085
3434,0.0825
3435,0.0875
3436,0.09
3437,0.0825
3438,0.085
3439,0.0875
3440,0.085
3441,0.08
3442,0.085
3443,0.0825
3444,0.0875
3445,0.085
3446,0.08
3447,0.085
3448,0.0825
3449,0.09
3450,0.085
3451,0.075
3452,0.0825
3453,0.08
3454,0.0825
3455,0.0875
3456,0.085
3457,0.08
3458,0.085
3459,0.0825
3460,0.08
3461,0.0825
3462,0.085
3463,0.08
3464,0.0925
3465,0.08
3466,0.08
3467,0.08
3468,0.085
3469,0.09
3470,0.12
3471,0.195
3472,0.2475
3473,0.2675
3474,0.28
3475,0.295
3476,0.2975
3477,0.2875
3478,0.2425
3479,0.1725
3480,0.1025
3481,0.0825
3482,0.085
3483,0.085
3484,0.0825
3485,0.085
3486,0.0875
3487,0.085
3488,0.085
3489,0.085
3490,0.09
3491,0.0875
3492,0.08
3493,0.0825
3494,0.0825
3495,0.085
3496,0.075
3497,0.0825
3498,0.0825
3499,0.08
3500,0.0875
3501,0.0825
3502,0.08
3503,0.08
3504,0.0825
3505,0.0825
3506,0.085
3507,0.085
3508,0.09
3509,0.085
3510,0.0875
3511,0.0825
3512,0.085
3513,0.0825
3514,0.085
3515,0.085
3516,0.0875
3517,0.0375
3518,-0.04
3519,-0.0975
3520,-0.1225
3521,-0.12
3522,-0.125
3523,-0.15
3524,-0.2275
3525,-0.315
3526,-0.3725
3527,-0.385
3528,-0.4125
3529,-0.43
3530,-0.4425
3531,-0.465
3532,-0.495
3533,-0.5125
3534,-0.5225
3535,-0.535
3536,-0.5475
3537,-0.555
3538,-0.58
3539,-0.595
3540,-0.61
3541,-0.63
3542,-0.6275
3543,-0.6275
3544,-0.625
3545,-0.625
3546,-0.6275
3547,-0.615
3548,-0.61
3549,-0.61
3550,-0.61
3551,-0.6075
3552,-0.61
3553,-0.605
3554,-0.61
3555,-0.605
3556,-0.5775
3557,-0.55
3558,-0.5175
3559,-0.48
3560,-0.43
3561,-0.37
3562,-0.275
3563,-0.165
3564,-0.06
3565,0.0325
3566,0.0825
3567,0.08
3568,0.0875
3569,0.08
3570,0.0825
3571,0.0825
3572,0.0875
3573,0.085
3574,0.0425
3575,-0.08
3576,-0.15
3577,-0.175
3578,-0.1725
3579,-0.17
3580,-0.1625
3581,-0.085
3582,-0.0075
3583,0.08
3584,0.08
3585,0.0725
3586,0.08
3587,0.08
3588,0.08
3589,0.08
3590,0.08
3591,0.08
3592,0.03
3593,-0.045
3594,-0.0975
3595,-0.1125
3596,-0.0875
3597,0.02
3598,0.08
3599,0.0775
3600,0.0775
3601,0.075
3602,0.0775
3603,0.0725
3604,0.075
3605,0.0775
3606,0.075
3607,0.0275
3608,-0.06
3609,-0.0925
3610,-0.09
3611,-0.0225
3612,0.075
3613,0.0875
3614,0.085
3615,0.0875
3616,0.08
3617,0.085
3618,0.0825
3619,0.085
3620,0.08
3621,0.085
3622,0.08
3623,0.0825
3624,0.08
3625,0.0925
3626,0.06
3627,0.0275
3628,0.0125
3629,-0.0125
3630,-0.025
3631,-0.03
3632,-0.035
3633,-0.0475
3634,-0.0825
3635,-0.1
3636,-0.1075
3637,-0.105
3638,-0.11
3639,-0.1025
3640,-0.105
3641,-0.1225
3642,-0.13
3643,-0.135
3644,-0.1475
3645,-0.175
3646,-0.2025
3647,-0.23
3648,-0.26
3649,-0.285
3650,-0.3025
3651,-0.32
3652,-0.3425
3653,-0.39
3654,-0.4125
3655,-0.47
3656,-0.4975
3657,-0.5225
3658,-0.545
3659,-0.57
3660,-0.5875
3661,-0.6125
3662,-0.615
3663,-0.635
3664,-0.65
3665,-0.6425
3666,-0.6425
3667,-0.6425
3668,-0.6475
3669,-0.6475
3670,-0.645
3671,-0.65
3672,-0.645
3673,-0.645
3674,-0.62
3675,-0.515
3676,-0.435
3677,-0.3725
3678,-0.2375
3679,-0.1175
3680,-0.03
3681,0.06
3682,0.085
3683,0.0825
3684,0.0825
3685,0.0875
3686,0.0825
3687,0.085
3688,0.085
3689,0.085
3690,0.0525
3691,-0.0425
3692,-0.1125
3693,-0.1275
3694,-0.125
3695,-0.13
3696,-0.0875
3697,-0.0075
3698,0.0725
3699,0.08
3700,0.08
3701,0.08
3702,0.08
3703,0.08
3704,0.0775
3705,0.105
3706,0.14
3707,0.215
